filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:35:31,98,3306,"""{\""33\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17521,unusual-roll-blade,903de56f-5fb0-48ce-a3a2-046647220348
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:40:20,98,3307,"""{\""24\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17928,typical_of_property-red-yogurt,6de049b5-1248-495a-95e8-7282ee45dd8c
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:34:56,98,3307,"""{\""47\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17495,typical_of_property-red-yogurt,97e9355b-95bc-4223-a330-bb763b3935a5
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:54:45,98,3307,"""{\""50\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18395,typical_of_property-red-yogurt,81954ca1-0a04-4165-9e8f-67c93ccddb2e
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:42:52,98,3307,"""{\""62\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18100,typical_of_property-red-yogurt,cfc6ed77-3838-4954-9fa3-b4f8aed4c8b0
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:37:22,98,3307,"""{\""59\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17661,typical_of_property-red-yogurt,3353447f-d4fb-409b-a1e2-00d1898fd033
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:43:15,98,3308,"""{\""52\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18123,unusual-red-yogurt,d1965cbe-9684-4fa2-bb18-3487bc14e342
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:31:08,98,3308,"""{\""4\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17364,unusual-red-yogurt,4ce3d710-cab1-4d52-a88e-4e04ea010f83
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:55:14,98,3308,"""{\""59\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18404,unusual-red-yogurt,e8f5e177-6afd-4194-abbc-8ca324617e08
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:36:20,98,3308,"""{\""23\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17582,unusual-red-yogurt,fb400a2d-1ce2-40b4-bfef-b257595adc24
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:36:36,98,3308,"""{\""46\"":{\""answer\"":false}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17601,unusual-red-yogurt,dcf43803-15bd-4a24-9d57-93a316c21191
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:40:34,98,3309,"""{\""26\"":{\""answer\"":true}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17950,unusual-round-fruit,acd5f8de-15ff-411b-91a6-006b2549168b
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:33:20,98,3309,"""{\""28\"":{\""answer\"":false}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17417,unusual-round-fruit,dd490ab5-b712-4c65-bc3d-5caa5c16cf56
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:54:57,98,3309,"""{\""53\"":{\""answer\"":false}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18398,unusual-round-fruit,3053cd6d-f509-4976-8162-2111d2b52497
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:41:08,98,3309,"""{\""51\"":{\""answer\"":true}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17997,unusual-round-fruit,9baa781e-afc2-445f-9e26-8fc7224cbede
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de007c8693f22087d586ab4,PROLIFIC,04-Dec-2019 10:46:59,98,3309,"""{\""25\"":{\""answer\"":false}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18261,unusual-round-fruit,032ce3dc-d7af-4714-bb6a-24bb9ab536ff
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:33:23,98,3309,"""{\""14\"":{\""answer\"":true}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17419,unusual-round-fruit,00cdce8e-6cc5-4790-81ba-eae140f3dfd7
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:36:50,98,3310,"""{\""4\"":{\""answer\"":false}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17619,typical_of_concept-red-pit,f0f44d41-74d1-4b5d-ac94-1eb7d2db0872
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:36:13,98,3310,"""{\""70\"":{\""answer\"":true}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17571,typical_of_concept-red-pit,a608ce81-4fd7-4641-a35d-cd24db9bc067
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:54:54,98,3310,"""{\""52\"":{\""answer\"":false}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18397,typical_of_concept-red-pit,4a7551c8-df70-4058-ae45-ebb31feb8552
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:42:39,98,3310,"""{\""60\"":{\""answer\"":false}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18092,typical_of_concept-red-pit,7bc666e2-8669-4bda-8b2a-e81a0161d486
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de007c8693f22087d586ab4,PROLIFIC,04-Dec-2019 10:33:55,98,3310,"""{\""2\"":{\""answer\"":false}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17447,typical_of_concept-red-pit,75e01d4c-7e92-42d3-b54c-74ac4c78619e
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:37:40,98,3310,"""{\""65\"":{\""answer\"":false}}""",d4d82886-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) pit. ,Being heavy is typical of (a/an) rock. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17688,typical_of_concept-red-pit,a0863321-61a5-40d9-ae20-1add945674b4
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:44:24,98,3311,"""{\""67\"":{\""answer\"":true}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18183,creative-round-casserole,94e30d50-91bf-468b-84f4-a44430e53943
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:34:39,98,3311,"""{\""43\"":{\""answer\"":true}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17478,creative-round-casserole,25f7ca2d-e450-4f70-a0b4-fd4730c5a2b0
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:53:46,98,3311,"""{\""35\"":{\""answer\"":true}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18375,creative-round-casserole,b45f9325-1572-4481-91f5-4d675704f58c
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:40:19,98,3311,"""{\""46\"":{\""answer\"":true}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17926,creative-round-casserole,bcfe6512-9217-413e-a0fa-5ffe10caff73
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de007c8693f22087d586ab4,PROLIFIC,04-Dec-2019 10:43:42,98,3311,"""{\""16\"":{\""answer\"":false}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18155,creative-round-casserole,30daef74-a8a0-4212-b43b-361822044ef2
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:37:50,98,3311,"""{\""69\"":{\""answer\"":true}}""",d5ee8580-12a0-11ea-b098-acde48001122,"""(A/An) casserole is round” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17703,creative-round-casserole,e4d3457d-996c-43e9-b7c7-99d42c617149
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,70bb5ccb-1797-4dfe-b1f0-f2ee1cb7d03c,PROLIFIC,04-Dec-2019 10:43:57,98,3312,"""{\""63\"":{\""answer\"":false}}""",d504c594-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) fruit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18164,typical_of_concept-red-fruit,08c5bb6b-8c5f-4379-9b29-f0e554f82ac5
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,77bbdacd-cde3-4bb8-be9f-128a0054f431,PROLIFIC,04-Dec-2019 10:32:16,98,3312,"""{\""15\"":{\""answer\"":false}}""",d504c594-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) fruit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17385,typical_of_concept-red-fruit,5d9c1a27-902a-404b-b561-778996146b78
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,484c9a62-641e-400e-8f38-eb739fe8549e,PROLIFIC,04-Dec-2019 10:51:50,98,3312,"""{\""10\"":{\""answer\"":false}}""",d504c594-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) fruit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18334,typical_of_concept-red-fruit,62d80b36-3350-4567-840c-5c5503897114
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5be7615d-ca4f-4e5b-a0de-fb0245f56dce,PROLIFIC,04-Dec-2019 10:38:11,98,3312,"""{\""33\"":{\""answer\"":false}}""",d504c594-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) fruit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17728,typical_of_concept-red-fruit,5669d6fc-bb35-49be-bd53-e093b8db37ca
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,c79e926a-44d4-48a4-af5d-ebfb943650e2,PROLIFIC,04-Dec-2019 10:37:34,98,3312,"""{\""63\"":{\""answer\"":false}}""",d504c594-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) fruit. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17680,typical_of_concept-red-fruit,bf565462-4746-4401-ab6a-427c035169a3
